Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,2379,$10.00 ,2,8,1,6,$12.00 ,$15.00 ,$10.88 ,$10.00 ,8,63,23,42,66,11,20,26,A,1,49,M,H,"$80,468.00 "
1,66577,$10.00 ,4,4,2,2,$12.00 ,$10.50 ,$10.50 ,$10.00 ,18,32,12,29,27,6,14,12,A,0,77,F,H,"$89,045.00 "
1,65999,$25.00 ,1,7,1,5,$25.00 ,$25.00 ,$18.43 ,$25.00 ,19,80,7,20,48,4,12,20,A,1,78,M,H,"$89,045.00 "
1,66037,$21.00 ,2,8,0,2,$17.00 ,$16.00 ,$15.13 ,,18,55,13,34,47,6,6,19,A,1,49,M,H,"$65,257.00 "
1,66087,$20.00 ,2,15,1,9,$15.00 ,$15.00 ,$7.87 ,$15.00 ,22,128,12,33,66,6,16,31,A,1,47,F,H,"$56,996.00 "
0,66068,,1,3,1,1,$30.00 ,$30.00 ,$23.33 ,$30.00 ,24,38,11,32,33,6,16,15,A,0,33,F,H,"$56,996.00 "
0,66058,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,8,15,13,3,6,5,N,0,51,F,H,"$56,996.00 "
0,66127,,3,8,1,4,$25.00 ,$20.00 ,$10.63 ,$25.00 ,18,88,13,34,51,6,16,21,A,0,46,M,U,"$82,851.00 "
0,66117,,2,3,1,2,$40.00 ,$32.50 ,$23.33 ,$40.00 ,24,45,12,30,34,6,14,14,A,0,57,M,H,"$82,851.00 "
0,66832,,1,3,0,1,$15.00 ,$15.00 ,$15.00 ,,15,44,10,26,34,3,3,12,E,0,47,M,U,"$82,851.00 "
0,100555,,6,13,5,11,$19.00 ,$16.50 ,$12.62 ,$16.80 ,21,63,14,32,55,6,16,21,S,1,17,M,H,"$82,851.00 "
0,186912,,1,6,0,3,$15.00 ,$15.00 ,$12.83 ,,7,57,17,33,52,5,5,17,E,0,47,M,H,"$64,129.00 "
1,66220,$20.00 ,2,4,1,3,$20.00 ,$20.00 ,$21.25 ,$20.00 ,17,81,13,31,53,6,14,23,A,0,53,M,H,"$67,860.00 "
0,67768,,11,52,5,21,$3.00 ,$4.18 ,$4.08 ,$4.60 ,15,129,10,29,82,5,16,32,S,1,70,M,H,"$67,860.00 "
1,66219,$50.00 ,1,5,0,1,$50.00 ,$50.00 ,$35.00 ,,17,75,13,29,54,6,6,20,A,0,40,M,H,"$67,860.00 "
1,66199,$5.00 ,7,9,3,3,$6.00 ,$4.86 ,$4.67 ,$5.33 ,17,32,16,31,32,7,14,12,A,1,,F,U,"$67,860.00 "
0,66197,,6,7,4,4,$4.00 ,$4.50 ,$4.29 ,$4.50 ,16,29,12,26,26,6,14,12,A,1,69,F,H,"$67,860.00 "
0,66192,,2,2,2,2,$20.00 ,$15.00 ,$15.00 ,$15.00 ,21,24,12,22,21,6,11,9,N,0,67,F,U,"$67,860.00 "
1,66187,$15.00 ,2,2,1,1,$20.00 ,$15.00 ,$15.00 ,$20.00 ,16,20,14,22,19,6,10,8,N,0,,F,H,"$67,860.00 "
0,66262,,3,8,0,4,$20.00 ,$16.67 ,$11.50 ,,15,87,12,28,52,5,5,20,A,0,73,F,H,"$50,898.00 "
0,66270,,5,11,3,9,$7.00 ,$7.40 ,$5.45 ,$7.67 ,18,125,13,31,57,6,14,25,A,1,57,F,H,"$50,898.00 "
1,66265,$40.00 ,2,12,1,7,$25.00 ,$25.00 ,$20.42 ,$25.00 ,23,105,13,31,67,6,14,27,S,1,52,M,H,"$50,898.00 "
0,66248,,2,4,1,2,$15.00 ,$12.00 ,$9.00 ,$15.00 ,17,53,12,31,39,6,14,15,A,0,,U,U,$0.00 
1,66244,$10.00 ,3,3,2,2,$15.00 ,$11.67 ,$11.67 ,$10.00 ,18,33,12,30,29,6,14,12,A,0,,M,U,"$50,898.00 "
1,66303,$2.00 ,6,11,2,4,$3.00 ,$4.50 ,$3.73 ,$6.00 ,18,102,7,20,30,4,10,11,A,0,83,F,H,"$35,938.00 "
0,66338,,3,5,2,3,$15.00 ,$14.33 ,$11.00 ,$14.00 ,15,57,11,29,42,5,12,15,A,0,50,M,U,"$56,647.00 "
1,66393,$50.00 ,1,5,1,4,$10.00 ,$30.00 ,$21.00 ,$30.00 ,18,57,12,31,45,6,15,19,S,1,42,M,H,"$59,000.00 "
0,66416,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,7,17,15,3,7,6,N,0,66,M,H,"$58,635.00 "
1,3691,$20.00 ,1,2,0,0,$20.00 ,$20.00 ,$20.00 ,,14,15,27,32,29,5,5,6,F,0,64,F,U,$0.00 
0,66455,,1,3,0,1,$20.00 ,$20.00 ,$13.33 ,,25,41,12,32,34,6,6,14,A,0,53,M,H,"$65,027.00 "
0,66479,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,21,8,15,13,3,6,5,F,0,51,M,H,"$41,176.00 "
0,66508,,2,9,2,7,$15.00 ,$13.00 ,$7.56 ,$13.00 ,16,103,14,29,63,6,12,24,S,1,50,U,H,"$68,536.00 "
1,65500,$15.00 ,3,3,1,1,$15.00 ,$12.33 ,$12.33 ,$12.00 ,15,30,12,26,24,5,11,10,A,0,27,M,H,"$68,536.00 "
1,66532,$2.00 ,4,4,2,2,$2.00 ,$5.00 ,$5.00 ,$3.50 ,18,33,9,25,23,4,11,10,A,0,29,M,H,"$49,714.00 "
1,13300,$10.00 ,3,14,3,7,$7.00 ,$9.33 ,$6.64 ,$9.33 ,13,128,24,38,59,5,11,16,A,1,77,M,H,"$49,714.00 "
0,66582,,1,3,0,1,$20.00 ,$20.00 ,$13.33 ,,18,41,12,31,32,6,6,14,A,0,76,F,H,"$66,197.00 "
0,66578,,5,5,3,3,$10.00 ,$9.60 ,$9.60 ,$8.33 ,17,32,6,16,16,4,10,8,A,0,75,F,H,"$66,197.00 "
0,66636,,1,6,0,4,$20.00 ,$20.00 ,$12.00 ,,18,104,13,30,54,6,6,23,A,1,51,M,H,"$75,737.00 "
0,66663,,4,9,1,4,$15.00 ,$10.50 ,$9.56 ,$17.00 ,18,53,14,34,44,6,15,18,A,1,69,F,H,"$76,915.00 "
1,188812,$20.00 ,2,3,1,1,$20.00 ,$16.00 ,$17.33 ,$15.00 ,5,30,14,26,24,6,12,11,A,0,78,M,U,"$76,915.00 "
0,66710,,0,1,0,0,$20.00 ,$0.00 ,$20.00 ,,23,23,8,8,13,3,3,5,N,0,44,F,U,"$63,938.00 "
1,66762,$5.00 ,4,15,1,8,$5.00 ,$12.00 ,$8.53 ,$11.00 ,5,131,19,40,76,7,17,34,S,1,,F,U,"$51,941.00 "
0,66731,,4,9,2,5,$10.00 ,$11.75 ,$10.00 ,$10.00 ,20,64,9,26,39,4,13,15,A,1,87,F,U,"$51,941.00 "
1,66757,$4.00 ,13,44,7,20,$5.00 ,$3.92 ,$3.61 ,$3.86 ,17,98,12,31,68,5,16,28,S,1,85,F,U,$0.00 
0,66754,,3,7,0,1,$25.00 ,$25.00 ,$17.43 ,,19,80,13,35,54,6,6,23,A,0,35,M,H,"$56,296.00 "
1,66745,$5.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,13,4,6,5,F,0,25,F,H,"$56,296.00 "
0,66769,,2,2,0,0,$25.00 ,$15.00 ,$15.00 ,,19,28,13,26,23,6,6,10,A,0,67,F,H,"$69,583.00 "
0,67354,,2,7,0,3,$20.00 ,$20.00 ,$16.57 ,,15,86,13,28,57,5,5,20,A,1,43,F,U,$0.00 
1,10502,$15.00 ,8,30,4,6,$14.00 ,$14.50 ,$13.47 ,$12.75 ,4,66,38,59,104,9,20,27,S,1,,M,U,$0.00 
1,66797,$30.00 ,5,5,3,3,$25.00 ,$23.00 ,$23.00 ,$23.33 ,15,33,14,33,31,6,15,13,A,1,,M,H,"$98,346.00 "
1,190789,$18.00 ,4,15,2,12,$18.00 ,$16.25 ,$12.00 ,$15.00 ,18,130,13,34,75,6,17,32,A,1,80,M,U,"$98,346.00 "
0,66837,,2,7,1,4,$15.00 ,$13.50 ,$15.29 ,$12.00 ,20,86,12,31,60,5,13,23,A,0,39,M,U,"$71,499.00 "
1,66830,$10.00 ,3,4,0,1,$10.00 ,$10.00 ,$10.00 ,,18,42,13,31,30,6,6,13,A,0,68,F,U,"$71,499.00 "
1,2365,$9.00 ,9,14,7,8,$4.00 ,$5.00 ,$4.57 ,$5.57 ,12,53,26,44,60,11,20,23,A,1,43,M,U,"$71,499.00 "
0,8518,,7,20,3,8,$10.00 ,$26.57 ,$21.70 ,$27.00 ,17,77,15,37,67,6,17,25,S,1,,F,U,$0.00 
0,66911,,2,22,1,9,$23.00 ,$20.50 ,$12.32 ,$18.00 ,16,130,12,30,79,5,14,31,A,1,80,F,H,"$87,796.00 "
1,66891,$5.00 ,5,21,3,9,$7.00 ,$5.60 ,$3.86 ,$5.67 ,15,91,13,32,64,6,15,24,S,1,,U,H,"$87,796.00 "
0,66854,,2,2,2,2,$20.00 ,$15.00 ,$15.00 ,$15.00 ,21,29,10,23,22,4,10,9,A,0,,F,U,$0.00 
0,66957,,3,17,1,9,$10.00 ,$34.33 ,$22.41 ,$35.00 ,18,104,14,36,76,6,17,30,S,1,76,F,H,"$52,057.00 "
0,66953,,5,9,1,3,$40.00 ,$33.00 ,$28.33 ,$30.00 ,15,89,15,34,59,6,15,22,A,0,35,M,U,"$52,057.00 "
1,10467,$20.00 ,4,18,0,5,$10.00 ,$10.00 ,$12.33 ,,4,75,31,52,96,8,8,26,S,1,74,M,H,"$86,934.00 "
1,67000,$9.00 ,6,11,2,4,$10.00 ,$8.83 ,$7.45 ,$9.50 ,19,56,14,34,46,6,15,19,S,1,71,F,H,"$79,842.00 "
0,66984,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,16,16,12,17,14,5,7,6,F,0,63,M,H,"$79,842.00 "
0,67013,,6,8,2,3,$35.00 ,$11.83 ,$9.88 ,$9.50 ,18,44,13,34,37,6,16,16,A,1,53,F,H,"$62,470.00 "
0,67077,,2,14,1,8,$12.00 ,$11.00 ,$7.21 ,$12.00 ,20,125,13,31,71,6,13,28,A,0,36,M,H,"$48,304.00 "
0,67047,,3,10,2,5,$10.00 ,$8.33 ,$7.50 ,$7.50 ,18,57,14,34,47,6,16,19,A,0,55,F,H,"$48,304.00 "
1,67075,$18.00 ,6,13,5,10,$20.00 ,$17.50 ,$13.23 ,$17.00 ,17,124,14,36,56,6,17,26,A,1,51,F,H,"$48,304.00 "
0,67044,,2,3,1,2,$20.00 ,$20.00 ,$16.67 ,$20.00 ,23,44,12,29,33,6,13,13,A,0,61,M,H,"$48,304.00 "
0,67034,,6,6,2,2,$7.00 ,$5.17 ,$5.17 ,$6.50 ,16,32,13,28,28,6,12,10,A,0,31,F,U,"$48,304.00 "
1,67030,$50.00 ,2,3,1,1,$50.00 ,$25.00 ,$33.33 ,$25.00 ,26,28,12,26,25,5,12,10,A,0,,M,U,$0.00 
1,67147,$40.00 ,1,6,1,5,$23.00 ,$23.00 ,$9.17 ,$23.00 ,18,104,14,28,43,6,11,17,A,1,36,M,H,"$67,354.00 "
0,67142,,1,5,1,3,$18.00 ,$18.00 ,$14.80 ,$18.00 ,16,71,14,33,54,6,15,20,A,1,59,M,U,"$67,354.00 "
1,67177,$12.00 ,8,16,8,12,$15.00 ,$11.88 ,$9.94 ,$11.88 ,17,88,14,34,63,6,17,24,S,1,71,F,H,"$56,250.00 "
0,68472,,1,1,0,0,$35.00 ,$35.00 ,$35.00 ,,15,15,10,14,12,5,5,6,F,0,45,F,H,"$55,579.00 "
1,67315,$27.00 ,2,8,1,5,$30.00 ,$27.50 ,$20.25 ,$25.00 ,18,81,13,35,60,6,17,26,A,0,77,F,U,"$83,356.00 "
0,67309,,3,13,2,7,$6.00 ,$8.00 ,$7.54 ,$8.00 ,18,65,12,31,53,6,15,21,A,1,36,F,H,"$83,356.00 "
1,67304,$20.00 ,2,4,2,3,$19.00 ,$17.00 ,$22.25 ,$17.00 ,21,53,14,33,46,6,15,18,A,0,49,F,H,"$83,356.00 "
0,66861,,3,3,2,2,$20.00 ,$16.67 ,$16.67 ,$15.00 ,25,33,11,29,29,6,14,12,A,0,62,F,U,"$83,356.00 "
1,67342,$30.00 ,3,7,2,4,$20.00 ,$15.00 ,$11.29 ,$17.50 ,18,57,13,35,47,6,17,20,A,0,83,M,U,"$83,609.00 "
1,67333,$8.00 ,2,3,2,2,$11.00 ,$7.00 ,$8.33 ,$7.00 ,18,23,12,22,20,6,11,9,N,0,43,F,H,"$83,609.00 "
1,66223,$10.00 ,1,7,0,5,$15.00 ,$15.00 ,$9.57 ,,18,91,11,29,51,4,4,21,A,0,39,M,H,"$83,609.00 "
0,67359,,1,11,0,6,$17.00 ,$17.00 ,$8.91 ,,24,125,9,27,68,4,4,26,A,1,57,F,U,"$69,853.00 "
0,67388,,2,4,0,1,$17.00 ,$16.00 ,$11.50 ,,18,54,12,31,37,6,6,15,A,0,49,F,H,"$56,106.00 "
0,67449,,5,14,4,10,$5.00 ,$4.60 ,$3.14 ,$5.00 ,17,125,7,19,33,4,10,14,S,1,87,F,H,"$56,710.00 "
1,67422,$30.00 ,2,2,0,0,$35.00 ,$25.00 ,$25.00 ,,15,28,12,24,22,5,5,9,L,0,76,F,H,"$56,710.00 "
1,67495,$30.00 ,3,8,1,4,$25.00 ,$20.00 ,$13.88 ,$10.00 ,15,88,13,33,58,6,15,22,A,0,43,F,H,"$64,385.00 "
1,72452,$4.00 ,7,18,1,6,$5.00 ,$4.57 ,$3.33 ,$5.00 ,15,102,13,31,55,6,13,20,S,1,36,F,H,"$64,385.00 "
1,67475,$5.00 ,7,9,4,5,$5.00 ,$5.57 ,$5.22 ,$5.50 ,18,41,6,26,29,4,14,13,S,1,35,F,U,$0.00 
0,67471,,5,5,3,3,$11.00 ,$9.40 ,$9.40 ,$10.33 ,20,32,12,30,29,6,15,13,S,1,36,M,U,"$64,385.00 "
0,67542,,3,13,2,6,$15.00 ,$15.00 ,$10.15 ,$15.00 ,22,92,12,30,61,6,14,23,S,1,77,M,H,"$47,308.00 "
1,67541,$7.00 ,3,11,0,5,$6.00 ,$7.67 ,$6.36 ,,15,92,13,32,57,6,6,23,S,1,41,F,U,"$47,308.00 "
0,67524,,2,4,1,1,$35.00 ,$32.50 ,$20.25 ,$35.00 ,23,39,13,35,39,6,17,16,A,0,,U,H,"$47,308.00 "
0,67522,,1,2,0,0,$25.00 ,$25.00 ,$17.50 ,,26,40,10,30,33,5,5,13,A,0,45,F,H,"$47,308.00 "
1,785,$18.00 ,1,6,0,3,$20.00 ,$15.00 ,$17.50 ,,5,66,19,35,49,7,7,19,A,0,52,M,U,"$16,921.00 "
1,67595,$15.00 ,2,9,0,4,$15.00 ,$15.00 ,$13.33 ,,18,111,13,33,66,6,6,31,A,0,62,F,H,"$26,491.00 "
0,67659,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,8,15,14,3,6,5,N,0,79,M,U,"$27,420.00 "
0,67658,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,57,F,H,"$27,420.00 "
1,67712,$100.00 ,6,26,1,9,$75.00 ,$48.50 ,$27.42 ,$43.00 ,19,126,13,35,80,6,17,31,S,1,17,F,U,$0.00 
0,67699,,4,8,2,2,$15.00 ,$10.50 ,$9.13 ,$9.00 ,26,40,10,30,34,5,15,14,A,1,29,F,U,"$26,372.00 "
1,185687,$10.00 ,2,3,0,0,$10.00 ,$12.50 ,$11.67 ,,10,32,17,30,28,6,6,10,A,0,49,F,H,"$26,372.00 "
0,67724,,4,7,2,3,$15.00 ,$13.75 ,$13.00 ,$10.00 ,23,63,7,26,42,4,13,16,A,1,67,M,H,"$23,417.00 "
1,67808,$10.00 ,5,33,2,19,$5.00 ,$10.20 ,$8.79 ,$8.00 ,17,130,14,35,86,6,17,35,S,1,75,F,U,"$29,081.00 "
1,67789,$20.00 ,3,4,1,2,$20.00 ,$15.67 ,$13.00 ,$7.00 ,18,42,12,32,32,6,15,14,A,0,53,F,H,"$29,081.00 "
0,67815,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,15,15,10,14,12,5,5,6,F,0,71,F,H,"$26,832.00 "
1,67900,$20.00 ,2,2,0,0,$20.00 ,$17.50 ,$17.50 ,,26,32,9,23,22,4,4,9,A,0,49,M,H,"$45,610.00 "
1,67961,$21.00 ,2,3,2,3,$15.00 ,$15.00 ,$15.00 ,$15.00 ,22,45,10,28,35,4,12,13,A,0,45,U,U,$0.00 
1,67954,$35.00 ,3,4,2,2,$25.00 ,$18.33 ,$16.25 ,$20.00 ,17,33,13,31,30,6,15,13,A,0,66,F,U,"$50,028.00 "
1,68022,$15.00 ,5,11,4,6,$13.00 ,$12.60 ,$10.00 ,$13.25 ,23,88,13,34,60,6,16,23,A,0,66,F,H,"$49,277.00 "
0,68019,,1,6,1,2,$20.00 ,$20.00 ,$12.50 ,$20.00 ,16,77,14,33,53,6,15,21,A,0,65,F,H,"$49,277.00 "
0,67986,,0,1,0,0,$20.00 ,$0.00 ,$20.00 ,,20,20,10,10,14,4,4,6,F,0,46,F,U,"$49,277.00 "
0,68048,,2,2,0,0,$20.00 ,$15.00 ,$15.00 ,,18,31,10,23,21,4,4,8,A,0,36,F,H,"$39,363.00 "
0,68105,,0,13,0,10,$14.00 ,$0.00 ,$4.42 ,,26,130,10,10,63,4,4,27,A,1,27,F,H,"$45,397.00 "
1,1322,$14.00 ,4,14,2,5,$14.00 ,$13.50 ,$12.43 ,$13.00 ,7,73,25,46,94,11,21,36,A,1,54,F,U,"$45,397.00 "
1,68120,$20.00 ,2,7,1,3,$25.00 ,$22.50 ,$12.71 ,$20.00 ,19,81,13,33,55,6,16,22,A,0,58,F,H,"$55,183.00 "
0,68153,,1,2,0,0,$50.00 ,$50.00 ,$50.00 ,,26,44,10,31,37,5,5,15,A,0,32,M,U,"$34,162.00 "
1,68148,$10.00 ,4,6,2,3,$10.00 ,$10.25 ,$9.33 ,$10.50 ,18,41,12,32,35,6,15,14,A,0,43,F,H,"$34,162.00 "
1,68240,$25.00 ,4,13,3,9,$20.00 ,$19.25 ,$12.85 ,$19.33 ,22,122,12,34,68,6,17,30,A,1,67,M,H,"$33,698.00 "
0,68222,,2,4,0,1,$40.00 ,$35.00 ,$30.00 ,,15,63,12,31,49,5,5,19,L,0,52,M,H,"$33,698.00 "
1,9390,$5.00 ,0,32,0,11,$5.00 ,$0.00 ,$8.09 ,,4,126,37,37,112,7,7,33,A,1,57,F,U,"$33,698.00 "
0,68270,,1,16,0,9,$10.00 ,$10.00 ,$5.88 ,,18,126,11,29,67,4,4,27,A,1,67,F,U,"$104,331.00 "
0,64776,,1,5,0,2,$15.00 ,$15.00 ,$12.40 ,,20,89,11,22,50,4,4,17,A,0,45,M,H,"$104,331.00 "
0,68297,,1,5,1,4,$20.00 ,$20.00 ,$9.00 ,$20.00 ,26,68,10,28,43,5,13,17,A,0,55,F,H,"$35,244.00 "
0,68360,,2,9,2,5,$20.00 ,$20.00 ,$14.56 ,$20.00 ,21,88,13,34,61,6,16,24,A,0,72,F,H,"$46,903.00 "
0,68352,,1,5,1,2,$25.00 ,$25.00 ,$15.40 ,$25.00 ,21,91,13,31,50,6,14,20,A,0,52,F,U,"$46,903.00 "
1,68427,$25.00 ,2,5,1,2,$60.00 ,$55.00 ,$38.00 ,$60.00 ,16,77,14,31,51,6,14,20,A,0,,U,U,$0.00 
0,68466,,4,11,0,5,$12.00 ,$11.00 ,$8.73 ,,19,126,13,32,65,6,6,28,A,0,82,F,U,$0.00 
0,68456,,2,11,0,6,$25.00 ,$18.50 ,$11.73 ,,18,111,13,33,68,6,6,27,A,1,,F,U,"$29,143.00 "
1,68441,$30.00 ,2,2,2,2,$30.00 ,$27.50 ,$27.50 ,$27.50 ,17,33,13,31,30,6,14,12,A,0,55,F,H,"$29,143.00 "
1,68440,$15.00 ,3,3,2,2,$15.00 ,$13.67 ,$13.67 ,$12.50 ,22,33,11,29,28,6,15,13,A,0,66,M,U,"$29,143.00 "
1,68534,$9.00 ,4,7,2,5,$7.00 ,$8.00 ,$7.43 ,$7.50 ,15,81,10,26,49,4,11,20,A,0,80,M,H,"$54,371.00 "
1,188279,$10.00 ,1,18,0,8,$10.00 ,$13.00 ,$8.67 ,,6,92,19,37,75,7,7,26,A,1,62,M,H,"$54,371.00 "
0,8782,,2,23,2,8,$10.00 ,$10.00 ,$10.83 ,$10.00 ,14,112,36,55,124,8,17,34,A,1,83,M,H,"$128,274.00 "
0,68575,,3,11,1,4,$20.00 ,$13.33 ,$10.82 ,$10.00 ,18,80,13,33,59,6,16,23,A,1,72,F,H,"$138,188.00 "
1,68563,$30.00 ,2,2,2,2,$25.00 ,$22.50 ,$22.50 ,$22.50 ,21,23,13,23,22,6,11,9,N,0,61,F,H,"$138,188.00 "
0,68560,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,16,16,11,17,15,4,7,6,F,0,54,F,H,"$138,188.00 "
0,68578,,4,10,4,9,$32.00 ,$26.75 ,$17.50 ,$26.75 ,17,93,14,29,62,6,14,24,S,1,58,M,H,"$138,188.00 "
1,68589,$20.00 ,3,7,3,5,$18.00 ,$16.33 ,$13.57 ,$16.33 ,16,65,14,36,53,6,17,20,A,0,68,M,H,"$123,516.00 "
0,68613,,2,7,2,5,$20.00 ,$11.00 ,$8.86 ,$11.00 ,15,91,13,27,50,5,10,19,A,0,63,U,U,$0.00 
1,68650,$15.00 ,4,10,3,8,$10.00 ,$9.75 ,$7.60 ,$10.00 ,22,101,12,32,55,6,15,23,S,1,39,F,H,"$76,424.00 "
0,68657,,3,22,1,14,$12.00 ,$11.33 ,$11.00 ,$10.00 ,18,126,12,32,78,5,14,32,A,1,55,F,H,"$76,424.00 "
0,68644,,2,6,2,4,$15.00 ,$20.00 ,$15.00 ,$20.00 ,24,80,8,25,52,3,11,21,A,0,43,F,H,"$76,424.00 "
0,68630,,2,3,1,1,$15.00 ,$17.50 ,$13.33 ,$20.00 ,18,44,13,32,36,6,15,15,A,0,84,M,H,"$76,424.00 "
1,68687,$16.00 ,2,5,1,2,$16.00 ,$15.00 ,$10.60 ,$14.00 ,15,67,10,26,42,3,9,15,E,0,38,M,H,"$95,516.00 "
0,68672,,1,4,1,3,$6.00 ,$16.00 ,$10.50 ,$16.00 ,15,44,7,24,31,3,10,13,A,0,55,M,H,"$95,516.00 "
1,68669,$15.00 ,2,2,2,2,$15.00 ,$9.50 ,$9.50 ,$9.50 ,21,30,10,22,20,4,9,8,A,0,79,F,H,"$95,516.00 "
1,68718,$10.00 ,3,15,3,9,$13.00 ,$13.00 ,$10.73 ,$13.00 ,17,91,13,31,62,6,17,27,S,1,,M,U,$0.00 
0,68715,,3,8,1,4,$10.00 ,$13.33 ,$13.13 ,$10.00 ,15,57,12,33,47,5,15,19,A,1,42,M,U,"$69,794.00 "
0,65461,,6,20,4,12,$9.00 ,$7.33 ,$7.03 ,$7.25 ,16,126,14,34,73,6,15,30,A,1,58,U,U,$0.00 
1,68750,$25.00 ,1,2,0,1,$25.00 ,$25.00 ,$25.00 ,,26,52,9,23,32,4,4,12,A,0,70,M,H,"$66,309.00 "
0,68738,,0,1,0,0,$15.00 ,$0.00 ,$15.00 ,,23,23,8,8,13,3,3,5,N,0,81,F,U,"$66,309.00 "
1,67655,$9.00 ,3,20,0,8,$10.00 ,$8.67 ,$5.75 ,,18,130,15,34,76,6,6,30,S,1,,F,U,$0.00 
1,68797,$10.00 ,4,9,2,4,$11.00 ,$10.25 ,$7.67 ,$10.50 ,17,44,14,36,42,6,17,17,A,0,,F,U,"$72,352.00 "
1,1357,$15.00 ,10,21,6,9,$18.00 ,$13.90 ,$10.67 ,$14.50 ,15,126,29,51,102,11,22,41,S,1,40,F,H,"$61,176.00 "
0,68916,,4,25,3,16,$50.00 ,$22.50 ,$10.04 ,$23.33 ,18,129,13,35,81,6,17,33,A,1,69,F,H,"$101,783.00 "
0,11396,,2,16,1,6,$10.00 ,$15.00 ,$9.31 ,$10.00 ,18,125,10,26,65,4,12,19,S,1,82,F,H,"$101,783.00 "
0,68944,,2,2,1,1,$25.00 ,$15.00 ,$15.00 ,$5.00 ,18,29,13,26,23,6,12,10,A,0,51,M,H,"$96,568.00 "
0,68965,,3,4,1,2,$20.00 ,$18.33 ,$16.25 ,$20.00 ,21,41,12,32,35,6,16,15,A,0,55,M,H,"$61,227.00 "
0,68679,,9,14,3,5,$5.00 ,$5.00 ,$4.86 ,$5.00 ,16,57,13,34,47,6,16,19,A,1,,F,U,"$61,227.00 "
1,68618,$40.00 ,3,31,2,15,$10.00 ,$28.33 ,$17.23 ,$30.00 ,18,128,13,34,83,6,17,33,S,1,63,M,H,"$57,274.00 "
1,69034,$25.00 ,0,1,0,0,$25.00 ,$0.00 ,$25.00 ,,23,23,8,8,13,3,3,5,N,0,77,M,H,"$70,044.00 "
0,69072,,7,19,4,10,$5.00 ,$5.29 ,$5.00 ,$5.50 ,15,76,13,34,59,5,15,22,S,1,64,M,H,"$109,185.00 "
1,69122,$13.00 ,5,8,2,3,$14.00 ,$12.60 ,$10.50 ,$13.50 ,16,77,16,32,52,6,13,19,A,0,70,M,H,"$78,289.00 "
1,69149,$25.00 ,2,3,1,2,$25.00 ,$25.00 ,$25.00 ,$25.00 ,23,33,13,29,29,6,13,12,A,1,,F,U,$0.00 
1,66610,$10.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,20,20,10,17,15,4,7,6,F,0,73,F,H,"$72,073.00 "
0,69187,,4,7,1,3,$35.00 ,$31.25 ,$23.71 ,$30.00 ,18,76,14,35,51,6,16,20,A,0,67,F,H,"$36,615.00 "
0,69172,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,19,19,10,14,13,4,4,4,F,0,,F,U,$0.00 
0,69196,,3,12,2,9,$18.00 ,$14.33 ,$11.00 ,$14.00 ,25,128,12,32,69,6,17,33,A,1,77,F,U,$0.00 
0,69226,,3,3,2,2,$11.00 ,$10.33 ,$10.33 ,$8.00 ,17,29,14,26,25,6,12,10,A,0,27,M,U,"$31,935.00 "
0,69342,,4,7,3,3,$15.00 ,$20.00 ,$18.00 ,$18.33 ,18,32,15,31,34,6,14,12,A,0,27,F,U,"$87,296.00 "
0,68716,,1,4,0,2,$15.00 ,$15.00 ,$14.00 ,,27,56,10,29,43,5,5,18,A,1,42,U,U,$0.00 
0,69421,,5,23,1,12,$25.00 ,$21.20 ,$13.43 ,$21.00 ,18,113,13,35,81,6,17,33,S,1,55,F,H,"$91,318.00 "
0,69411,,2,2,1,1,$20.00 ,$17.50 ,$17.50 ,$20.00 ,24,28,9,22,21,4,10,9,A,0,41,M,H,"$91,318.00 "
1,69445,$10.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,10,17,15,4,7,6,F,0,40,M,H,"$75,047.00 "
1,69475,$21.00 ,2,10,2,5,$21.00 ,$20.00 ,$11.10 ,$20.00 ,20,111,13,35,66,6,17,29,A,0,50,F,H,"$85,873.00 "
